"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"View","{f3118ca7-c8b8-4f76-b08e-e9de3b9a0c57}","cr7e8_broker","Entities/cr7e8_broker/SavedQueries/{f3118ca7-c8b8-4f76-b08e-e9de3b9a0c57}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"View","{1b65041c-344c-4726-b4f0-ae53bb4b1917}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{1b65041c-344c-4726-b4f0-ae53bb4b1917}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{35fca911-8d75-409b-87ef-3544ddd2a37b}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{35fca911-8d75-409b-87ef-3544ddd2a37b}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{55cff096-8684-472e-aa3b-ca9e0438cdd1}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{55cff096-8684-472e-aa3b-ca9e0438cdd1}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{6584ecfb-3e6d-f111-ab0c-70a8a59b9caf}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{6584ecfb-3e6d-f111-ab0c-70a8a59b9caf}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{b2367252-f109-4f82-aae8-f152e18c4f19}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{b2367252-f109-4f82-aae8-f152e18c4f19}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{f1627480-6f73-4de5-b5c6-ed3b74d647bf}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{f1627480-6f73-4de5-b5c6-ed3b74d647bf}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{fbd49f73-e0ce-464b-9692-27f979879c2b}","cr7e8_campaign","Entities/cr7e8_campaign/SavedQueries/{fbd49f73-e0ce-464b-9692-27f979879c2b}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"View","{0ab716ae-617a-4458-8dde-3e8da0fa7758}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{0ab716ae-617a-4458-8dde-3e8da0fa7758}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{363197be-3be7-4ef2-8056-ed5f78393784}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{363197be-3be7-4ef2-8056-ed5f78393784}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{4789e6f1-2d09-45cc-b1b5-156b0003808e}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{4789e6f1-2d09-45cc-b1b5-156b0003808e}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{48bfa37e-3b04-4f43-ac8a-8dd1e5f73d68}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{48bfa37e-3b04-4f43-ac8a-8dd1e5f73d68}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{5682b932-5f1d-4035-a2a8-a787aa9cd860}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{5682b932-5f1d-4035-a2a8-a787aa9cd860}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{5e71d043-73bd-44f2-8d35-47ddfcde1de1}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{5e71d043-73bd-44f2-8d35-47ddfcde1de1}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"View","{adebe0e5-e0b3-4a51-85c0-466b763b9eca}","cr7e8_Claim","Entities/cr7e8_Claim/SavedQueries/{adebe0e5-e0b3-4a51-85c0-466b763b9eca}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"WebResource","cr7e8_mobiliarlogo","","WebResources/cr7e8_mobiliarlogo","Foundation and shared configuration","None","Retire","Customer-specific branding is not copied into the anonymized CRM Showcase.","Investigate","Not required","True"
"WebResource","cr7e8_moderntheme","","WebResources/cr7e8_moderntheme","Foundation and shared configuration","None","Retire","Customer-specific branding is not copied into the anonymized CRM Showcase.","Investigate","Not required","True"
"WebResource","cr7e8_sharedpage01advisorcockpit","","WebResources/cr7e8_sharedpage01advisorcockpit","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"WebResource","cr7e8_sharedpage12v2salessteeringcockpit","","WebResources/cr7e8_sharedpage12v2salessteeringcockpit","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"WebResource","cr7e8_ucas1page10bclaimexpertdashboard","","WebResources/cr7e8_ucas1page10bclaimexpertdashboard","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"WebResource","cr7e8_ucas1page10cclaimrecord","","WebResources/cr7e8_ucas1page10cclaimrecord","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"WebResource","cr7e8_ucas1page10eleadrecord","","WebResources/cr7e8_ucas1page10eleadrecord","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"WebResource","cr7e8_ucm1page21campaignperformancedashboard","","WebResources/cr7e8_ucm1page21campaignperformancedashboard","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"WebResource","cr7e8_ucm1page22campaigndefinition","","WebResources/cr7e8_ucm1page22campaigndefinition","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"WebResource","cr7e8_ucm2page23eventmanagementworkspace","","WebResources/cr7e8_ucm2page23eventmanagementworkspace","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
